,logistics,_id,area,weight,fee,time
332,武汉中通,75506176863899,湖北,1.5,2.85,2021-11-03
333,武汉中通,75506176588794,湖北,1.5,2.85,2021-11-03
334,武汉中通,75506176883586,湖北,1.5,2.85,2021-11-03
335,武汉中通,75506177491504,湖北,1.5,2.85,2021-11-03
336,武汉中通,75506176713470,湖北,1.5,2.85,2021-11-03
337,武汉中通,75506176865692,湖北,1.5,2.85,2021-11-03
338,武汉中通,75506177025550,湖北,1.5,2.85,2021-11-03
339,武汉中通,75506176710003,湖北,1.5,2.85,2021-11-03
340,武汉中通,75506176711875,湖北,1.5,2.85,2021-11-03
341,武汉中通,75506176711278,湖北,1.5,2.85,2021-11-03
342,武汉中通,75506177493260,湖北,1.5,2.85,2021-11-03
343,武汉中通,75506176863794,湖北,1.5,2.85,2021-11-03
344,武汉中通,75506176864589,河南,1.5,2.85,2021-11-03
345,武汉中通,75506176883935,河南,1.5,2.85,2021-11-03
346,武汉中通,75506177493017,河南,1.5,2.85,2021-11-03
347,武汉中通,75506176865493,河南,1.5,2.85,2021-11-03
348,武汉中通,75506177493351,河南,1.5,2.85,2021-11-03
349,武汉中通,75506177492327,河南,1.5,2.85,2021-11-03
350,武汉中通,75506176711120,河南,1.5,2.85,2021-11-03
351,武汉中通,75506177492207,河南,1.5,2.85,2021-11-03
352,武汉中通,75506176574695,河南,1.5,2.85,2021-11-03
353,武汉中通,75506176575648,河南,1.5,2.85,2021-11-03
354,武汉中通,75506177490996,河南,1.5,2.85,2021-11-03
355,武汉中通,75506176864813,河南,1.5,2.85,2021-11-03
356,武汉中通,75506176574044,河南,1.5,2.85,2021-11-03
357,武汉中通,75506177493668,河南,1.5,2.85,2021-11-03
358,武汉中通,75506177052027,河南,1.5,2.85,2021-11-03
359,武汉中通,75506176713441,河南,1.5,2.85,2021-11-03
360,武汉中通,75506177492567,河南,1.5,2.85,2021-11-03
361,武汉中通,75506177493058,河南,1.5,2.85,2021-11-03
362,武汉中通,75506177492383,河南,1.5,2.85,2021-11-03
363,武汉中通,75506176587196,河南,1.5,2.85,2021-11-03
364,武汉中通,75506177492263,河南,1.5,2.85,2021-11-03
365,武汉中通,75506177367276,河南,1.5,2.85,2021-11-03
366,武汉中通,75506176732854,河南,1.5,2.85,2021-11-03
367,武汉中通,75506176732203,河南,1.5,2.85,2021-11-03
368,武汉中通,75506176865246,河南,1.5,2.85,2021-11-03
369,武汉中通,75506177493535,河南,1.5,2.85,2021-11-03
370,武汉中通,75506177490975,河南,1.5,2.85,2021-11-03
371,武汉中通,75506176864933,河南,1.5,2.85,2021-11-03
372,武汉中通,75506176713482,河南,1.5,2.85,2021-11-03
373,武汉中通,75506176576050,河南,1.5,2.85,2021-11-03
374,武汉中通,75506177493349,河南,1.5,2.85,2021-11-03
375,武汉中通,75506177366907,河南,1.5,2.85,2021-11-03
376,武汉中通,75506176576565,河南,1.5,2.85,2021-11-03
377,武汉中通,75506176588766,河南,1.5,2.85,2021-11-03
378,武汉中通,75506176731314,河南,1.5,2.85,2021-11-03
379,武汉中通,75506176733743,河南,1.5,2.85,2021-11-03
380,武汉中通,75506176732987,河南,1.5,2.85,2021-11-03
381,武汉中通,75506177490602,河南,1.5,2.85,2021-11-03
382,武汉中通,75506176867297,河南,1.5,2.85,2021-11-03
383,武汉中通,75506176710108,河南,1.5,2.85,2021-11-03
384,武汉中通,75506176573313,河南,1.5,2.85,2021-11-03
385,武汉中通,75506176733133,河南,1.5,2.85,2021-11-03
386,武汉中通,75506176867667,河南,1.5,2.85,2021-11-03
387,武汉中通,75506176709226,河南,1.5,2.85,2021-11-03
